Feature,MeanSHAP
DG 34:2|DG 16:0_18:2,-0.001098284333498044
10.71_894.76,-0.0010979657957896093
10.24_990.85,-0.0010970316880575958
1.05_646.33,0.0010965233511012133
1.12_159.8959,0.00109492692620765
2.27_533.45,-0.0010937419683052358
3.66_445.35,0.0010937401451286196
9.15_992.77,-0.0010932268288969082
6.97_832.66,-0.0010899805235412754
10.20_995.73,-0.0010898762491389996
3.66_172.83,-0.0010895766992174856
PI 36:4|PI 16:0_20:4_a,-0.00108468919663279
5.19_796.08,-0.0010843276870981565
9.078_177.9123,-0.0010835394476020304
6.05_795.61,-0.0010830384186257893
5-Aminosalicylic acid,-0.001081575914877213
0.66_373.01,0.0010785534737053023
0.37_369.01,-0.0010783678021726918
3.023_105.0335,-0.0010765096105471766
5.062_239.0772,0.0010744063454619763
0.67_477.37,-0.0010740766045549486
1.18_473.28,0.0010738080213774333
5.35_629.55,0.001073470446907938
8.90_1036.83,-0.0010732757072909852
10.81_872.72,0.0010704333863857884
FA 9:0,0.0010704178495684145
10.71_1036.93,-0.0010696908133150237
5.39_1668.19,0.0010688541825034327
9.43_988.83,0.0010685930028671326
1.55_363.21,-0.001065975719445906
4.82_789.56,0.0010623547256684816
2.665_63.9912,-0.001061167668434628
6.28_617.39,-0.0010609435643962224
3.17_493.34,0.0010604896405788653
10.62_964.83,-0.0010595559579994424
11.62_876.84,-0.0010594409560418698
3.66_423.31,-0.001058441052089464
7.733_70.0652,0.001056104442750086
10.62_1008.90,-0.0010554375062232523
2.32_329.03,-0.0010553440013535067
8.29_688.60,-0.0010533953877422517
Cer 43:1;2O|Cer 18:1;2O/25:0,0.0010530456972112545
Octadecanedioic acid,-0.0010525468586452737
5.049_283.1037,0.0010523886301712156
11.23_577.52,-0.0010518611097767167
0.46_341.16,-0.0010507459205974683
10.11_975.82,0.0010505647084965686
5.19_911.56,0.0010469590567297972
4.96_1208.34,0.0010433017214213074
3.61_816.64,0.0010430744889924058
